LLTV,Credit_Loss_Mean,Credit_Loss_Median,Credit_Loss_P95,Credit_Loss_P99,Liquidation_Rate,Avg_Slippage,Avg_Bad_Debt_Per_Liquidation
0.85,0.0009382138223661907,0.0,0.0,0.0010029082621871644,18.32083707025411,0.37790396538336035,42.83886182268909
0.875,0.004194192241181045,0.0,2.526999440869804e-07,0.07452305769875962,18.17233851674641,0.3614183414678286,198.0522303904324
0.9,0.013690513026117583,0.0,0.04441787601459233,0.3061866722448625,18.227704870224557,0.39268127593786956,671.8544072964796
0.925,0.05295295793933548,0.0,0.3098425863742575,0.8785210571040616,18.752095631641087,0.3704743541730152,2613.0236739578268
0.95,0.17343955173172015,0.0187279475904073,0.8356101046731784,1.6761201081523445,18.306928066037738,0.37188350106176205,8790.775384881958
